invoice_no,invoice_date,customer_id,customer_name,state,sku_id,product_name,abc_class,qty,unit,rate_inr,taxable_value_inr,gst_pct,gst_amount_inr,total_inr,payment_status
INV-2023-00315,20-08-2023,CUST-003,South India Hardware,Tamil Nadu,TBW-001,Thali Basket Wire,A,50,Pcs,331.03,16551.5,18,2979.27,19530.77,Overdue
INV-2023-00316,04-08-2023,CUST-010,MP Modular Traders,Madhya Pradesh,CS-001,Cup & Saucer,B,73,Set,93.09,6795.57,18,1223.2,8018.77,Paid
INV-2023-00317,11-08-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CS-001,Cup & Saucer,B,31,Set,96.38,2987.78,18,537.8,3525.58,Paid
INV-2023-00318,01-08-2023,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,43,Pcs,551.42,23711.06,18,4267.99,27979.05,Paid
INV-2023-00319,26-08-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TNB-001,Tandum Basket,B,23,Pcs,693.89,15959.47,18,2872.7,18832.17,Paid
INV-2023-00320,24-08-2023,CUST-008,Hyderabad Retail Hub,Telangana,RSH-001,Rolling Shutter,C,63,Pcs,1868.11,117690.93,28,32953.46,150644.39,Pending
INV-2023-00321,12-08-2023,CUST-007,Bengal Furniture House,West Bengal,MGC-001,Magic Corner,C,79,Pcs,4184.35,330563.65,28,92557.82,423121.47,Pending
INV-2023-00322,15-08-2023,CUST-003,South India Hardware,Tamil Nadu,CS-001,Cup & Saucer,B,19,Set,97.46,1851.74,18,333.31,2185.05,Paid
INV-2023-00323,11-08-2023,CUST-001,Agarwal Home Solutions,Maharashtra,HNG-001,Hinges,B,43,Pcs,46.65,2005.95,18,361.07,2367.02,Paid
INV-2023-00324,13-08-2023,CUST-003,South India Hardware,Tamil Nadu,CRO-001,Crousal,B,30,Pcs,571.89,17156.7,18,3088.21,20244.91,Overdue
INV-2023-00325,20-09-2023,CUST-010,MP Modular Traders,Madhya Pradesh,CRO-001,Crousal,B,71,Pcs,570.82,40528.22,18,7295.08,47823.3,Pending
INV-2023-00326,14-09-2023,CUST-010,MP Modular Traders,Madhya Pradesh,PBP-001,Plate Basket Pipe,A,30,Pcs,331.07,9932.1,18,1787.78,11719.88,Paid
INV-2023-00327,14-09-2023,CUST-004,Gujarat Kitchen World,Gujarat,PNT-001,Pantry,B,99,Pcs,2219.33,219713.67,18,39548.46,259262.13,Overdue
INV-2023-00328,10-09-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,GTP-001,GTPT,B,40,Pcs,410.22,16408.8,18,2953.58,19362.38,Pending
INV-2023-00329,02-09-2023,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,56,Pcs,4075.12,228206.72,28,63897.88,292104.6,Paid
INV-2023-00330,16-09-2023,CUST-010,MP Modular Traders,Madhya Pradesh,HNG-001,Hinges,B,35,Pcs,43.96,1538.6,18,276.95,1815.55,Paid
INV-2023-00331,03-09-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBP-001,Plate Basket Pipe,A,70,Pcs,349.88,24491.6,18,4408.49,28900.09,Paid
INV-2023-00332,16-09-2023,CUST-008,Hyderabad Retail Hub,Telangana,RSH-001,Rolling Shutter,C,94,Pcs,1779.39,167262.66,28,46833.54,214096.2,Overdue
INV-2023-00333,12-09-2023,CUST-003,South India Hardware,Tamil Nadu,RSH-001,Rolling Shutter,C,58,Pcs,1792.54,103967.32,28,29110.85,133078.17,Pending
INV-2023-00334,15-09-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,TBW-001,Thali Basket Wire,A,69,Pcs,316.3,21824.7,18,3928.45,25753.15,Paid
INV-2023-00335,25-09-2023,CUST-003,South India Hardware,Tamil Nadu,TBW-001,Thali Basket Wire,A,99,Pcs,325.35,32209.65,18,5797.74,38007.39,Paid
INV-2023-00336,14-09-2023,CUST-009,Chandigarh Kitchens,Punjab,TNB-001,Tandum Basket,B,106,Pcs,687.67,72893.02,18,13120.74,86013.76,Overdue
INV-2023-00337,27-09-2023,CUST-007,Bengal Furniture House,West Bengal,TBW-001,Thali Basket Wire,A,76,Pcs,319.78,24303.28,18,4374.59,28677.87,Overdue
INV-2023-00338,08-09-2023,CUST-010,MP Modular Traders,Madhya Pradesh,MGC-001,Magic Corner,C,70,Pcs,4161.86,291330.2,28,81572.46,372902.66,Pending
INV-2023-00339,19-09-2023,CUST-009,Chandigarh Kitchens,Punjab,TBW-001,Thali Basket Wire,A,76,Pcs,328.33,24953.08,18,4491.55,29444.63,Overdue
INV-2023-00340,25-09-2023,CUST-002,Sharma Modular Kitchens,Delhi,TBP-001,Thali Basket Pipe,A,67,Pcs,373.2,25004.4,18,4500.79,29505.19,Paid
INV-2023-00341,05-09-2023,CUST-004,Gujarat Kitchen World,Gujarat,PNT-001,Pantry,B,15,Pcs,2199.2,32988,18,5937.84,38925.84,Pending
INV-2023-00342,27-09-2023,CUST-003,South India Hardware,Tamil Nadu,PNT-001,Pantry,B,86,Pcs,2173.71,186939.06,18,33649.03,220588.09,Paid
INV-2023-00343,18-09-2023,CUST-007,Bengal Furniture House,West Bengal,PBW-001,Plate Basket Wire,A,60,Pcs,282.42,16945.2,18,3050.14,19995.34,Paid
INV-2023-00344,26-09-2023,CUST-001,Agarwal Home Solutions,Maharashtra,CHM-001,Chimney,C,99,Pcs,3547.65,351217.35,28,98340.86,449558.21,Overdue
INV-2023-00345,05-10-2023,CUST-007,Bengal Furniture House,West Bengal,BPO-001,Bottle Pull Out,A,28,Pcs,181.74,5088.72,18,915.97,6004.69,Overdue
INV-2023-00346,19-10-2023,CUST-002,Sharma Modular Kitchens,Delhi,BPO-001,Bottle Pull Out,A,109,Pcs,175.87,19169.83,18,3450.57,22620.4,Paid
INV-2023-00347,09-10-2023,CUST-007,Bengal Furniture House,West Bengal,TNB-001,Tandum Basket,B,59,Pcs,690.77,40755.43,18,7335.98,48091.41,Overdue
INV-2023-00348,06-10-2023,CUST-001,Agarwal Home Solutions,Maharashtra,MGC-001,Magic Corner,C,45,Pcs,4192.47,188661.15,28,52825.12,241486.27,Overdue
INV-2023-00349,13-10-2023,CUST-001,Agarwal Home Solutions,Maharashtra,RSH-001,Rolling Shutter,C,52,Pcs,1833,95316,28,26688.48,122004.48,Paid
INV-2023-00350,12-10-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,MGC-001,Magic Corner,C,12,Pcs,4173.33,50079.96,28,14022.39,64102.35,Paid
INV-2023-00351,27-10-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,HNG-001,Hinges,B,72,Pcs,46.35,3337.2,18,600.7,3937.9,Paid
INV-2023-00352,10-10-2023,CUST-003,South India Hardware,Tamil Nadu,CS-001,Cup & Saucer,B,105,Set,95.1,9985.5,18,1797.39,11782.89,Paid
INV-2023-00353,20-10-2023,CUST-007,Bengal Furniture House,West Bengal,GTP-001,GTPT,B,92,Pcs,410.03,37722.76,18,6790.1,44512.86,Pending
INV-2023-00354,24-10-2023,CUST-007,Bengal Furniture House,West Bengal,PNT-001,Pantry,B,72,Pcs,2250.96,162069.12,18,29172.44,191241.56,Paid
INV-2023-00355,26-10-2023,CUST-009,Chandigarh Kitchens,Punjab,TBW-001,Thali Basket Wire,A,30,Pcs,311.87,9356.1,18,1684.1,11040.2,Overdue
INV-2023-00356,25-10-2023,CUST-003,South India Hardware,Tamil Nadu,RSH-001,Rolling Shutter,C,118,Pcs,1812.06,213823.08,28,59870.46,273693.54,Overdue
INV-2023-00357,07-10-2023,CUST-003,South India Hardware,Tamil Nadu,SC-001,Sheet Cutlery,A,116,Set,442.82,51367.12,18,9246.08,60613.2,Paid
INV-2023-00358,15-10-2023,CUST-001,Agarwal Home Solutions,Maharashtra,CS-001,Cup & Saucer,B,16,Set,98.25,1572,18,282.96,1854.96,Paid
INV-2023-00359,27-10-2023,CUST-006,Rajasthan Home Mart,Rajasthan,GTP-001,GTPT,B,69,Pcs,422.25,29135.25,18,5244.35,34379.6,Paid
INV-2023-00360,12-10-2023,CUST-004,Gujarat Kitchen World,Gujarat,SC-001,Sheet Cutlery,A,72,Set,455.21,32775.12,18,5899.52,38674.64,Paid
INV-2023-00361,18-10-2023,CUST-010,MP Modular Traders,Madhya Pradesh,MGC-001,Magic Corner,C,54,Pcs,4175.21,225461.34,28,63129.18,288590.52,Paid
INV-2023-00362,01-10-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBW-001,Plate Basket Wire,A,59,Pcs,272.57,16081.63,18,2894.69,18976.32,Overdue
INV-2023-00363,21-10-2023,CUST-004,Gujarat Kitchen World,Gujarat,PNT-001,Pantry,B,38,Pcs,2238.37,85058.06,18,15310.45,100368.51,Paid
INV-2023-00364,01-10-2023,CUST-009,Chandigarh Kitchens,Punjab,AAT-001,Aata Basket,C,120,Pcs,225.42,27050.4,28,7574.11,34624.51,Paid
INV-2023-00365,21-10-2023,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,32,Pcs,4250.74,136023.68,28,38086.63,174110.31,Paid
INV-2023-00366,20-10-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,CS-001,Cup & Saucer,B,113,Set,98.42,11121.46,18,2001.86,13123.32,Paid
INV-2023-00367,28-10-2023,CUST-007,Bengal Furniture House,West Bengal,AAT-001,Aata Basket,C,54,Pcs,220.47,11905.38,28,3333.51,15238.89,Paid
INV-2023-00368,22-10-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,CHM-001,Chimney,C,76,Pcs,3596.96,273368.96,28,76543.31,349912.27,Pending
INV-2023-00369,17-10-2023,CUST-001,Agarwal Home Solutions,Maharashtra,BPO-001,Bottle Pull Out,A,94,Pcs,186.78,17557.32,18,3160.32,20717.64,Paid
INV-2023-00370,22-10-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,HNG-001,Hinges,B,23,Pcs,45.17,1038.91,18,187,1225.91,Paid
INV-2023-00371,28-10-2023,CUST-006,Rajasthan Home Mart,Rajasthan,GTP-001,GTPT,B,45,Pcs,415.08,18678.6,18,3362.15,22040.75,Paid
INV-2023-00372,17-10-2023,CUST-003,South India Hardware,Tamil Nadu,PNT-001,Pantry,B,107,Pcs,2171.01,232298.07,18,41813.65,274111.72,Paid
INV-2023-00373,22-10-2023,CUST-006,Rajasthan Home Mart,Rajasthan,RSH-001,Rolling Shutter,C,27,Pcs,1836.88,49595.76,28,13886.81,63482.57,Pending
INV-2023-00374,14-10-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,HNG-001,Hinges,B,61,Pcs,44.87,2737.07,18,492.67,3229.74,Paid
INV-2023-00375,24-10-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PNT-001,Pantry,B,101,Pcs,2168.24,218992.24,18,39418.6,258410.84,Overdue
INV-2023-00376,10-11-2023,CUST-009,Chandigarh Kitchens,Punjab,TNB-001,Tandum Basket,B,118,Pcs,667.69,78787.42,18,14181.74,92969.16,Overdue
INV-2023-00377,04-11-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PBP-001,Plate Basket Pipe,A,70,Pcs,332.85,23299.5,18,4193.91,27493.41,Paid
INV-2023-00378,21-11-2023,CUST-006,Rajasthan Home Mart,Rajasthan,PBP-001,Plate Basket Pipe,A,21,Pcs,335.09,7036.89,18,1266.64,8303.53,Paid
INV-2023-00379,26-11-2023,CUST-007,Bengal Furniture House,West Bengal,HNG-001,Hinges,B,52,Pcs,44.82,2330.64,18,419.52,2750.16,Overdue
INV-2023-00380,28-11-2023,CUST-008,Hyderabad Retail Hub,Telangana,HNG-001,Hinges,B,25,Pcs,45.13,1128.25,18,203.09,1331.34,Overdue
INV-2023-00381,07-11-2023,CUST-008,Hyderabad Retail Hub,Telangana,PBW-001,Plate Basket Wire,A,74,Pcs,273.95,20272.3,18,3649.01,23921.31,Pending
INV-2023-00382,02-11-2023,CUST-007,Bengal Furniture House,West Bengal,HNG-001,Hinges,B,119,Pcs,44.12,5250.28,18,945.05,6195.33,Paid
INV-2023-00383,19-11-2023,CUST-007,Bengal Furniture House,West Bengal,CRO-001,Crousal,B,68,Pcs,548.81,37319.08,18,6717.43,44036.51,Paid
INV-2023-00384,11-11-2023,CUST-008,Hyderabad Retail Hub,Telangana,PBW-001,Plate Basket Wire,A,90,Pcs,290.94,26184.6,18,4713.23,30897.83,Paid
INV-2023-00385,15-11-2023,CUST-001,Agarwal Home Solutions,Maharashtra,TBW-001,Thali Basket Wire,A,45,Pcs,315.09,14179.05,18,2552.23,16731.28,Paid
INV-2023-00386,26-11-2023,CUST-008,Hyderabad Retail Hub,Telangana,PBP-001,Plate Basket Pipe,A,107,Pcs,348.36,37274.52,18,6709.41,43983.93,Paid
INV-2023-00387,13-11-2023,CUST-007,Bengal Furniture House,West Bengal,AAT-001,Aata Basket,C,64,Pcs,228.27,14609.28,28,4090.6,18699.88,Pending
INV-2023-00388,18-11-2023,CUST-001,Agarwal Home Solutions,Maharashtra,SC-001,Sheet Cutlery,A,35,Set,459.52,16083.2,18,2894.98,18978.18,Paid
INV-2023-00389,07-11-2023,CUST-009,Chandigarh Kitchens,Punjab,CRO-001,Crousal,B,12,Pcs,569.73,6836.76,18,1230.62,8067.38,Paid
INV-2023-00390,10-11-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CS-001,Cup & Saucer,B,26,Set,92.83,2413.58,18,434.44,2848.02,Overdue
INV-2023-00391,03-11-2023,CUST-003,South India Hardware,Tamil Nadu,HNG-001,Hinges,B,115,Pcs,43.79,5035.85,18,906.45,5942.3,Paid
INV-2023-00392,20-11-2023,CUST-009,Chandigarh Kitchens,Punjab,CHM-001,Chimney,C,77,Pcs,3477.77,267788.29,28,74980.72,342769.01,Paid
INV-2023-00393,12-11-2023,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,106,Pcs,550.59,58362.54,18,10505.26,68867.8,Pending
INV-2023-00394,08-11-2023,CUST-004,Gujarat Kitchen World,Gujarat,SC-001,Sheet Cutlery,A,103,Set,467.52,48154.56,18,8667.82,56822.38,Paid
INV-2023-00395,17-11-2023,CUST-010,MP Modular Traders,Madhya Pradesh,SC-001,Sheet Cutlery,A,31,Set,440.38,13651.78,18,2457.32,16109.1,Paid
INV-2023-00396,25-11-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,RSH-001,Rolling Shutter,C,78,Pcs,1824.51,142311.78,28,39847.3,182159.08,Overdue
INV-2023-00397,21-11-2023,CUST-002,Sharma Modular Kitchens,Delhi,TBW-001,Thali Basket Wire,A,117,Pcs,310.84,36368.28,18,6546.29,42914.57,Paid
INV-2023-00398,13-11-2023,CUST-008,Hyderabad Retail Hub,Telangana,AAT-001,Aata Basket,C,25,Pcs,221.83,5545.75,28,1552.81,7098.56,Pending
INV-2023-00399,23-11-2023,CUST-004,Gujarat Kitchen World,Gujarat,TBP-001,Thali Basket Pipe,A,97,Pcs,385.37,37380.89,18,6728.56,44109.45,Paid
INV-2023-00400,22-11-2023,CUST-002,Sharma Modular Kitchens,Delhi,AAT-001,Aata Basket,C,76,Pcs,217.56,16534.56,28,4629.68,21164.24,Overdue
INV-2023-00401,27-11-2023,CUST-007,Bengal Furniture House,West Bengal,TBP-001,Thali Basket Pipe,A,23,Pcs,382.21,8790.83,18,1582.35,10373.18,Overdue
INV-2023-00402,04-11-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,BPO-001,Bottle Pull Out,A,110,Pcs,175.94,19353.4,18,3483.61,22837.01,Paid
INV-2023-00403,27-11-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PNT-001,Pantry,B,76,Pcs,2283.86,173573.36,18,31243.2,204816.56,Paid
INV-2023-00404,06-11-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,AAT-001,Aata Basket,C,15,Pcs,221.84,3327.6,28,931.73,4259.33,Paid
INV-2023-00405,08-11-2023,CUST-006,Rajasthan Home Mart,Rajasthan,MGC-001,Magic Corner,C,10,Pcs,4077.75,40777.5,28,11417.7,52195.2,Paid
INV-2023-00406,22-11-2023,CUST-010,MP Modular Traders,Madhya Pradesh,BPO-001,Bottle Pull Out,A,73,Pcs,176.48,12883.04,18,2318.95,15201.99,Paid
INV-2023-00407,09-11-2023,CUST-002,Sharma Modular Kitchens,Delhi,PBW-001,Plate Basket Wire,A,92,Pcs,276.13,25403.96,18,4572.71,29976.67,Paid
INV-2023-00408,02-11-2023,CUST-008,Hyderabad Retail Hub,Telangana,GTP-001,GTPT,B,22,Pcs,431.31,9488.82,18,1707.99,11196.81,Paid
INV-2023-00409,14-12-2023,CUST-006,Rajasthan Home Mart,Rajasthan,TNB-001,Tandum Basket,B,104,Pcs,665.12,69172.48,18,12451.05,81623.53,Paid
INV-2023-00410,22-12-2023,CUST-003,South India Hardware,Tamil Nadu,SC-001,Sheet Cutlery,A,92,Set,441.87,40652.04,18,7317.37,47969.41,Paid
INV-2023-00411,09-12-2023,CUST-010,MP Modular Traders,Madhya Pradesh,CHM-001,Chimney,C,103,Pcs,3417.77,352030.31,28,98568.49,450598.8,Paid
INV-2023-00412,13-12-2023,CUST-002,Sharma Modular Kitchens,Delhi,PBP-001,Plate Basket Pipe,A,61,Pcs,352.7,21514.7,18,3872.65,25387.35,Paid
INV-2023-00413,26-12-2023,CUST-008,Hyderabad Retail Hub,Telangana,RSH-001,Rolling Shutter,C,63,Pcs,1827.75,115148.25,28,32241.51,147389.76,Paid
INV-2023-00414,23-12-2023,CUST-003,South India Hardware,Tamil Nadu,BPO-001,Bottle Pull Out,A,102,Pcs,175.34,17884.68,18,3219.24,21103.92,Paid
INV-2023-00415,19-12-2023,CUST-007,Bengal Furniture House,West Bengal,BPO-001,Bottle Pull Out,A,71,Pcs,184.71,13114.41,18,2360.59,15475,Pending
INV-2023-00416,13-12-2023,CUST-010,MP Modular Traders,Madhya Pradesh,PBP-001,Plate Basket Pipe,A,109,Pcs,338.33,36877.97,18,6638.03,43516,Paid
INV-2023-00417,16-12-2023,CUST-008,Hyderabad Retail Hub,Telangana,TBP-001,Thali Basket Pipe,A,24,Pcs,392.21,9413.04,18,1694.35,11107.39,Pending
INV-2023-00418,09-12-2023,CUST-002,Sharma Modular Kitchens,Delhi,TBW-001,Thali Basket Wire,A,93,Pcs,317.44,29521.92,18,5313.95,34835.87,Overdue
INV-2023-00419,17-12-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CS-001,Cup & Saucer,B,76,Set,96.73,7351.48,18,1323.27,8674.75,Overdue
INV-2023-00420,22-12-2023,CUST-007,Bengal Furniture House,West Bengal,BPO-001,Bottle Pull Out,A,103,Pcs,177.73,18306.19,18,3295.11,21601.3,Paid
INV-2023-00421,27-12-2023,CUST-003,South India Hardware,Tamil Nadu,RSH-001,Rolling Shutter,C,115,Pcs,1816.35,208880.25,28,58486.47,267366.72,Overdue
INV-2023-00422,21-12-2023,CUST-001,Agarwal Home Solutions,Maharashtra,TBW-001,Thali Basket Wire,A,30,Pcs,321.72,9651.6,18,1737.29,11388.89,Pending
INV-2023-00423,03-12-2023,CUST-003,South India Hardware,Tamil Nadu,MGC-001,Magic Corner,C,106,Pcs,4218.54,447165.24,28,125206.27,572371.51,Paid
INV-2023-00424,02-12-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,CRO-001,Crousal,B,74,Pcs,551.93,40842.82,18,7351.71,48194.53,Pending
INV-2023-00425,03-12-2023,CUST-004,Gujarat Kitchen World,Gujarat,RSH-001,Rolling Shutter,C,68,Pcs,1801.97,122533.96,28,34309.51,156843.47,Overdue
INV-2023-00426,28-12-2023,CUST-002,Sharma Modular Kitchens,Delhi,CHM-001,Chimney,C,73,Pcs,3504.53,255830.69,28,71632.59,327463.28,Paid
INV-2023-00427,04-12-2023,CUST-001,Agarwal Home Solutions,Maharashtra,MGC-001,Magic Corner,C,61,Pcs,4195.23,255909.03,28,71654.53,327563.56,Overdue
INV-2023-00428,26-12-2023,CUST-002,Sharma Modular Kitchens,Delhi,SC-001,Sheet Cutlery,A,87,Set,466.84,40615.08,18,7310.71,47925.79,Paid
INV-2023-00429,11-12-2023,CUST-008,Hyderabad Retail Hub,Telangana,PNT-001,Pantry,B,56,Pcs,2261.1,126621.6,18,22791.89,149413.49,Paid
INV-2023-00430,18-12-2023,CUST-006,Rajasthan Home Mart,Rajasthan,CHM-001,Chimney,C,108,Pcs,3546.84,383058.72,28,107256.44,490315.16,Pending
INV-2023-00431,04-12-2023,CUST-008,Hyderabad Retail Hub,Telangana,TNB-001,Tandum Basket,B,22,Pcs,695.74,15306.28,18,2755.13,18061.41,Paid
INV-2023-00432,12-12-2023,CUST-006,Rajasthan Home Mart,Rajasthan,SC-001,Sheet Cutlery,A,116,Set,456.46,52949.36,18,9530.88,62480.24,Paid
INV-2023-00433,02-12-2023,CUST-002,Sharma Modular Kitchens,Delhi,TNB-001,Tandum Basket,B,31,Pcs,683.04,21174.24,18,3811.36,24985.6,Pending
INV-2023-00434,20-12-2023,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,BPO-001,Bottle Pull Out,A,35,Pcs,176.96,6193.6,18,1114.85,7308.45,Pending
INV-2023-00435,27-12-2023,CUST-008,Hyderabad Retail Hub,Telangana,PNT-001,Pantry,B,110,Pcs,2163.35,237968.5,18,42834.33,280802.83,Paid
INV-2024-00436,21-01-2024,CUST-001,Agarwal Home Solutions,Maharashtra,AAT-001,Aata Basket,C,117,Pcs,223.75,26178.75,28,7330.05,33508.8,Paid
INV-2024-00437,22-01-2024,CUST-008,Hyderabad Retail Hub,Telangana,CHM-001,Chimney,C,85,Pcs,3629.27,308487.95,28,86376.63,394864.58,Paid
INV-2024-00438,17-01-2024,CUST-001,Agarwal Home Solutions,Maharashtra,MGC-001,Magic Corner,C,104,Pcs,4088.28,425181.12,28,119050.71,544231.83,Pending
INV-2024-00439,25-01-2024,CUST-009,Chandigarh Kitchens,Punjab,MGC-001,Magic Corner,C,32,Pcs,4277.39,136876.48,28,38325.41,175201.89,Paid
INV-2024-00440,13-01-2024,CUST-002,Sharma Modular Kitchens,Delhi,TBP-001,Thali Basket Pipe,A,94,Pcs,384.57,36149.58,18,6506.92,42656.5,Paid
INV-2024-00441,20-01-2024,CUST-007,Bengal Furniture House,West Bengal,RSH-001,Rolling Shutter,C,98,Pcs,1842.06,180521.88,28,50546.13,231068.01,Paid
INV-2024-00442,10-01-2024,CUST-006,Rajasthan Home Mart,Rajasthan,RSH-001,Rolling Shutter,C,67,Pcs,1847.4,123775.8,28,34657.22,158433.02,Paid
INV-2024-00443,23-01-2024,CUST-010,MP Modular Traders,Madhya Pradesh,AAT-001,Aata Basket,C,105,Pcs,221.29,23235.45,28,6505.93,29741.38,Overdue
INV-2024-00444,21-01-2024,CUST-009,Chandigarh Kitchens,Punjab,CRO-001,Crousal,B,37,Pcs,551.07,20389.59,18,3670.13,24059.72,Overdue
INV-2024-00445,22-01-2024,CUST-006,Rajasthan Home Mart,Rajasthan,HNG-001,Hinges,B,26,Pcs,46.74,1215.24,18,218.74,1433.98,Paid
INV-2024-00446,25-01-2024,CUST-002,Sharma Modular Kitchens,Delhi,CRO-001,Crousal,B,55,Pcs,565.24,31088.2,18,5595.88,36684.08,Overdue
INV-2024-00447,10-01-2024,CUST-009,Chandigarh Kitchens,Punjab,AAT-001,Aata Basket,C,118,Pcs,219.9,25948.2,28,7265.5,33213.7,Paid
INV-2024-00448,13-01-2024,CUST-001,Agarwal Home Solutions,Maharashtra,BPO-001,Bottle Pull Out,A,28,Pcs,175.27,4907.56,18,883.36,5790.92,Paid
INV-2024-00449,25-01-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,PNT-001,Pantry,B,110,Pcs,2158.78,237465.8,18,42743.84,280209.64,Paid
INV-2024-00450,27-01-2024,CUST-003,South India Hardware,Tamil Nadu,GTP-001,GTPT,B,17,Pcs,427.7,7270.9,18,1308.76,8579.66,Paid
INV-2024-00451,02-01-2024,CUST-009,Chandigarh Kitchens,Punjab,PNT-001,Pantry,B,55,Pcs,2259.36,124264.8,18,22367.66,146632.46,Paid
INV-2024-00452,13-01-2024,CUST-009,Chandigarh Kitchens,Punjab,CS-001,Cup & Saucer,B,40,Set,95.55,3822,18,687.96,4509.96,Paid
INV-2024-00453,13-01-2024,CUST-007,Bengal Furniture House,West Bengal,TBW-001,Thali Basket Wire,A,63,Pcs,331.83,20905.29,18,3762.95,24668.24,Paid
INV-2024-00454,24-01-2024,CUST-001,Agarwal Home Solutions,Maharashtra,TBW-001,Thali Basket Wire,A,42,Pcs,314.95,13227.9,18,2381.02,15608.92,Pending
INV-2024-00455,25-01-2024,CUST-006,Rajasthan Home Mart,Rajasthan,CS-001,Cup & Saucer,B,85,Set,95.78,8141.3,18,1465.43,9606.73,Overdue
INV-2024-00456,10-01-2024,CUST-004,Gujarat Kitchen World,Gujarat,PNT-001,Pantry,B,67,Pcs,2161.32,144808.44,18,26065.52,170873.96,Paid
INV-2024-00457,04-02-2024,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,58,Pcs,330.77,19184.66,18,3453.24,22637.9,Paid
INV-2024-00458,06-02-2024,CUST-003,South India Hardware,Tamil Nadu,GTP-001,GTPT,B,84,Pcs,432.27,36310.68,18,6535.92,42846.6,Paid
INV-2024-00459,23-02-2024,CUST-008,Hyderabad Retail Hub,Telangana,CRO-001,Crousal,B,29,Pcs,544.77,15798.33,18,2843.7,18642.03,Paid
INV-2024-00460,27-02-2024,CUST-010,MP Modular Traders,Madhya Pradesh,TBW-001,Thali Basket Wire,A,94,Pcs,317.15,29812.1,18,5366.18,35178.28,Overdue
INV-2024-00461,26-02-2024,CUST-002,Sharma Modular Kitchens,Delhi,TNB-001,Tandum Basket,B,100,Pcs,674.73,67473,18,12145.14,79618.14,Paid
INV-2024-00462,03-02-2024,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,110,Pcs,341.82,37600.2,18,6768.04,44368.24,Pending
INV-2024-00463,12-02-2024,CUST-002,Sharma Modular Kitchens,Delhi,RSH-001,Rolling Shutter,C,38,Pcs,1857.31,70577.78,28,19761.78,90339.56,Paid
INV-2024-00464,10-02-2024,CUST-006,Rajasthan Home Mart,Rajasthan,CRO-001,Crousal,B,37,Pcs,580.45,21476.65,18,3865.8,25342.45,Overdue
INV-2024-00465,27-02-2024,CUST-009,Chandigarh Kitchens,Punjab,MGC-001,Magic Corner,C,106,Pcs,4362.45,462419.7,28,129477.52,591897.22,Paid
INV-2024-00466,15-02-2024,CUST-006,Rajasthan Home Mart,Rajasthan,BPO-001,Bottle Pull Out,A,40,Pcs,186,7440,18,1339.2,8779.2,Overdue
INV-2024-00467,22-02-2024,CUST-001,Agarwal Home Solutions,Maharashtra,CS-001,Cup & Saucer,B,51,Set,94.69,4829.19,18,869.25,5698.44,Paid
INV-2024-00468,18-02-2024,CUST-005,Pune Interiors Pvt Ltd,Maharashtra,RSH-001,Rolling Shutter,C,102,Pcs,1781.64,181727.28,28,50883.64,232610.92,Overdue
INV-2024-00469,26-02-2024,CUST-009,Chandigarh Kitchens,Punjab,TNB-001,Tandum Basket,B,75,Pcs,680.81,51060.75,18,9190.93,60251.68,Paid
INV-2024-00470,11-02-2024,CUST-004,Gujarat Kitchen World,Gujarat,HNG-001,Hinges,B,75,Pcs,43.91,3293.25,18,592.78,3886.03,Paid
INV-2024-00471,18-02-2024,CUST-009,Chandigarh Kitchens,Punjab,PBP-001,Plate Basket Pipe,A,10,Pcs,344.72,3447.2,18,620.5,4067.7,Paid
INV-2024-00472,27-02-2024,CUST-007,Bengal Furniture House,West Bengal,PNT-001,Pantry,B,23,Pcs,2165.66,49810.18,18,8965.83,58776.01,Pending
